#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
Ag004G0669500	AT5G58260.1	209	210	100	100	210	86.667	378
Ag004G0669600	AT5G58250.1	210	212	100	100	212	83.019	318
Ag004G0669700	AT5G58240.1	180	181	100	100	181	88.398	334
Ag004G0669800	AT5G58230.1	425	425	100	100	425	96.941	863
Ag004G0669900	AT5G58220.1	321	325	100	100	327	78.899	506
Ag004G0670100	AT5G58200.2	181	310	98	54	178	76.966	273
Ag004G0670200	AT5G58190.2	503	529	98	98	518	74.517	743
Ag004G0670500	AT5G58160.1	1224	1267	54	54	689	75.758	999
Ag004G0671000	AT5G58150.1	778	786	99	99	790	75.696	1129
Ag004G0671100	AT5G58140.1	910	916	100	100	918	88.780	1635
Ag004G0671300	AT5G58110.1	196	197	100	95	187	89.340	338
Ag004G0671400	AT5G57610.1	1059	1055	98	98	1047	85.100	1783
Ag004G0671500	AT5G58100.1	946	946	100	100	946	90.275	1801
Ag004G0671700	AT5G58090.1	479	478	100	100	479	86.639	865
Ag004G0671800	AT5G58080.1	631	636	100	100	653	71.516	835
Ag004G0671900	AT5G58070.1	189	187	98	99	186	84.409	336
Ag004G0672000	AT5G58060.2	200	222	100	100	222	85.135	377
Ag004G0672200	AT5G58010.1	309	298	95	97	294	87.075	481
Ag004G0672300	AT5G58005.1	114	117	100	100	117	85.470	210
Ag004G0672400	AT5G58003.1	485	441	95	99	463	77.970	683
Ag004G0672500	AT1G20970.1	1227	1365	60	53	741	73.684	925
Ag004G0672600	AT5G58170.1	756	751	99	99	742	83.044	1276
Ag004G0672700	AT5G58040.1	1169	1197	99	98	1186	79.933	1719
Ag004G0672800	AT5G58030.1	196	196	100	100	196	99.490	400
Ag004G0672900	AT5G58020.1	358	355	100	100	358	87.430	588
Ag004G0673200	AT5G57980.1	208	211	100	99	208	85.577	372
Ag004G0673300	AT4G17300.2	562	588	99	96	571	88.967	1045
Ag004G0673700	AT5G39050.1	460	470	100	99	467	74.732	692
Ag004G0673800	AT5G57960.1	539	541	99	97	525	90.858	958
Ag004G0673900	AT5G57950.2	250	257	100	100	259	78.378	391
Ag004G0676800	AT1G78520.1	118	116	97	98	114	81.579	179
Ag004G0676900	AT1G65080.1	512	526	92	99	473	77.247	723
Ag004G0677300	AT5G57940.1	713	718	99	99	717	90.098	1323
Ag004G0677400	AT5G57930.2	433	444	99	99	438	86.758	726
Ag004G0677700	AT5G57900.1	303	301	100	100	303	80.528	503
Ag004G0677800	AT5G57880.1	377	378	99	98	374	83.422	593
Ag004G0677900	AT5G57870.1	770	781	100	100	784	85.969	1274
Ag004G0678000	AT5G57860.1	96	96	100	100	96	93.750	184
Ag004G0678100	AT5G57850.1	390	374	97	100	379	72.823	541
Ag004G0678200	AT5G57840.1	446	444	100	100	446	79.596	726
Ag004G0678300	AT5G57830.1	421	388	100	100	429	74.126	548
Ag004G0678600	AT5G57815.1	79	79	100	100	79	97.468	162
Ag004G0678700	AT5G57810.1	317	318	100	100	320	79.062	475
Ag004G0678800	AT5G57800.1	634	633	100	100	636	85.692	1147
Ag004G0679300	AT5G57785.1	74	74	100	100	74	85.135	130
Ag004G0679700	AT5G57780.1	165	168	100	99	169	77.515	254
Ag004G0679800	AT5G57770.1	414	407	100	100	414	90.580	694
Ag004G0680400	AT5G57740.1	488	509	99	97	494	89.069	854
Ag004G0680600	AT5G57710.1	937	991	100	100	1006	78.131	1436
Ag004G0681000	AT5G57700.3	340	359	99	94	339	88.496	630
Ag004G0681100	AT5G57690.1	485	488	100	100	490	86.531	863
Ag004G0681300	AT5G57685.1	165	149	97	99	160	73.125	206
Ag004G0681800	AT5G57670.2	580	580	100	100	580	87.931	1028
Ag004G0682000	AT5G57660.1	365	356	100	100	369	75.603	525
Ag004G0682100	AT5G57655.2	479	478	99	99	477	91.405	898
Ag004G0682400	AT5G57630.1	409	417	99	99	413	91.768	778
Ag004G0682500	AT5G57625.1	204	208	99	98	205	83.415	323
Ag004G0682600	AT5G57620.1	330	334	100	100	338	84.911	556
Ag004G0682700	AT5G57590.1	834	834	100	100	840	85.595	1424
Ag004G0682800	AT5G57580.1	644	648	99	98	638	85.156	1122
Ag004G0684500	AT4G17860.1	202	357	100	56	202	70.297	270
Ag004G0686100	AT5G57560.1	281	285	100	100	285	88.421	533
Ag004G0686200	AT5G57550.1	283	285	99	99	282	86.879	516
Ag004G0686600	AT5G57540.1	284	285	99	99	283	91.166	525
Ag004G0687200	AT5G57520.1	153	151	100	100	153	90.850	254
Ag004G0687600	AT5G57510.1	131	131	100	100	132	87.879	213
Ag004G0688100	AT5G57500.1	318	319	99	99	320	89.375	552
Ag004G0688300	AT5G57490.1	275	275	100	100	275	85.091	484
Ag004G0688400	AT3G33530.3	1316	1377	100	100	1385	83.032	2223
Ag004G0690100	AT5G57480.1	516	521	100	100	527	88.258	911
Ag004G0690200	AT5G57460.1	646	647	100	100	649	91.063	1166
Ag004G0690700	AT5G57450.1	303	305	99	98	302	83.444	506
Ag004G0690800	AT5G57440.1	242	241	100	100	242	89.669	451
Ag004G0690900	AT5G57420.1	163	172	100	100	176	77.841	237
Ag004G0691000	AT5G57410.3	377	392	99	95	377	92.308	709
Ag004G0691800	AT5G57390.1	555	559	96	95	536	87.313	852
Ag004G0692200	AT5G57380.1	630	621	100	100	636	78.459	915
Ag004G0692300	AT5G57370.1	211	220	80	80	178	78.090	208
Ag004G0692900	AT5G57350.1	953	950	100	100	953	92.655	1774
Ag004G0693100	AT5G57345.1	187	189	100	100	191	85.864	249
Ag004G0693200	AT5G57340.2	227	257	99	92	238	72.689	268
Ag004G0693500	AT5G57330.1	313	313	100	100	313	92.971	584
Ag004G0693600	AT5G57320.1	964	963	100	100	965	87.876	1749
Ag004G0693700	AT5G57300.1	289	289	100	100	289	93.772	558
Ag004G0693800	AT5G50600.1;AT5G50700.1	350	350	100	100	350	90.286	639
Ag004G0693900	AT4G25890.1	118	120	100	100	120	71.667	96.3
Ag004G0694100	AT5G57270.1	392	389	99	99	390	86.410	702
Ag004G0694500	AT5G57260.1	505	503	99	99	502	78.529	823
Ag004G0694800	AT5G57250.1	961	972	100	100	973	80.576	1606
Ag004G0694900	AT5G57240.3	380	405	100	100	405	78.519	641
Ag004G0695100	AT5G57230.2	162	199	100	81	162	93.827	320
Ag004G0695200	AT2G01730.1	615	614	99	99	613	89.396	1141
Ag004G0695400	AT5G57210.1	774	738	99	99	774	83.333	1229
Ag004G0695600	AT5G57200.1	591	592	100	100	594	88.215	936
Ag004G0695900	AT5G57190.1	632	636	99	99	631	91.284	1192
Ag004G0696400	AT5G57170.2	116	117	90	89	104	97.115	200
Ag004G0696600	AT2G18220.1	716	765	95	92	705	78.895	1023
Ag004G0697600	AT5G57010.1	501	496	100	100	519	80.347	840
Ag004G0698100	AT5G57015.1	436	436	99	99	437	93.364	821
Ag004G0698200	AT5G57020.1	435	435	100	100	435	97.471	890
Ag004G0698300	AT5G57030.1	530	525	100	100	530	89.811	951
Ag004G0698400	AT5G57035.1	793	790	99	99	789	87.959	1447
Ag004G0698500	AT5G57040.1	195	198	100	100	199	84.925	344
Ag004G0698600	AT5G57050.1	423	424	100	100	426	84.272	726
Ag004G0698700	AT5G57060.3	137	147	91	85	125	80.000	211
Ag004G0698900	AT5G57070.1	569	576	98	99	581	71.601	574
Ag004G0699000	AT5G57080.1	63	63	100	100	63	82.540	100
Ag004G0699100	AT5G57090.1	666	648	100	100	668	91.168	1135
Ag004G0699400	AT2G17010.1	905	909	99	99	919	83.134	1478
Ag004G0699600	AT5G57100.1	394	391	100	100	394	90.102	670
Ag004G0699700	AT5G57110.1	1074	1075	100	100	1075	91.070	1967
Ag004G0700100	AT3G49650.1	808	814	100	100	818	87.775	1459
Ag004G0701000	AT5G57130.1	1014	1029	100	100	1051	77.545	1527
Ag004G0701100	AT5G57140.1	395	398	98	98	389	85.604	702
Ag004G0701200	AT5G57150.4	248	265	84	79	210	90.952	389
Ag004G0701300	AT5G57160.1	1217	1220	100	100	1222	88.052	2185
Ag004G0701400	AT4G29305.1	78	78	100	100	78	73.077	124
Ag004G0703000	AT5G56980.1	385	380	100	100	390	75.641	516
Ag004G0703600	AT5G56970.1	518	524	99	99	520	80.998	865
Ag004G0704400	AT5G56950.1	379	375	100	100	379	86.544	575
Ag004G0704600	AT5G56940.1	132	136	98	96	130	79.231	219
Ag004G0706300	AT5G56900.2	597	597	100	100	598	90.301	1121
Ag004G0706400	AT5G56890.1	1111	1114	96	96	1097	78.520	1549
Ag004G0706600	AT5G56870.1	724	725	100	100	726	89.118	1357
Ag004G0707000	AT5G56860.1	396	399	100	100	403	81.638	504
Ag004G0707300	AT5G56840.1	233	234	100	100	237	81.435	358
Ag004G0709500	AT5G56790.1	668	670	100	100	672	93.899	1253
Ag004G0709700	AT5G56780.1	476	484	99	99	484	77.893	749
Ag004G0709800	AT5G56760.1	313	313	100	100	313	93.610	568
Ag004G0710400	AT5G56750.1	348	347	99	99	345	91.884	665
Ag004G0710500	AT5G56740.1	468	468	100	100	468	86.966	840
Ag004G0710600	AT5G56730.1	1009	1009	100	100	1009	95.045	1997
Ag004G0710700	AT5G56720.1	373	373	100	100	373	87.399	644
Ag004G0710900	AT5G56680.1	576	573	100	100	576	82.465	979
Ag004G0711000;Ag042G4428900;Ag065G5119200	AT2G19750.1;AT4G29390.1;AT5G56670.1	63	63	100	100	63	100.000	122
Ag004G0711100	AT5G56650.1	445	439	100	94	416	80.717	685
Ag004G0711200	AT5G56640.1	300	315	100	100	315	84.762	551
Ag004G0711400	AT5G56630.1	488	486	100	100	488	92.418	929
Ag004G0711600	AT3G29185.1	376	397	94	91	366	80.874	591
Ag004G0711700	AT5G56620.3	428	415	99	99	428	80.374	674
Ag004G0711800	AT5G56610.1	226	229	90	89	204	87.317	371
Ag004G0712100	AT5G56590.1	506	507	100	95	484	88.757	870
Ag004G0712200	AT5G56580.1	357	357	100	100	357	97.479	721
Ag004G0712600	AT5G56550.1	176	173	100	98	177	70.556	184
Ag004G0713100	AT5G50375.2	277	285	87	85	241	89.627	437
Ag004G0713200	AT5G56540.1	61	61	100	100	61	80.328	93.2
Ag004G0713300	AT5G56530.1	410	421	99	94	396	90.431	763
Ag004G0713500	AT5G56520.1	107	102	64	100	69	78.505	131
Ag004G0713600	AT5G56510.1	593	597	100	100	614	76.547	902
Ag004G0714000	AT5G56500.1	595	598	100	100	598	96.990	1157
Ag004G0714500	AT1G32300.1	575	596	99	97	578	84.256	1004
Ag004G0714600	AT5G56460.1	415	409	96	95	387	93.580	754
Ag004G0715300	AT5G56450.1	338	331	100	97	321	88.630	602
Ag004G0716000	AT5G56420.1	427	423	98	99	420	83.333	722
Ag004G0716200	AT3G30180.1	475	466	98	99	465	87.312	858
Ag004G0720100	AT5G56360.1	624	648	96	96	624	79.327	936
Ag004G0720200	AT5G56350.1	499	499	100	100	499	98.196	1010
Ag004G0720300	AT5G56340.1	397	397	98	100	401	78.484	515
Ag004G0721100	AT5G56320.3	256	303	99	83	253	90.909	468
Ag004G0721200	AT5G56310.1	529	531	99	99	527	84.250	927
Ag004G0721800	AT5G56150.1	149	149	100	100	149	91.946	292
Ag004G0721900	AT5G56160.1	566	578	99	99	579	70.812	801
Ag004G0722000	AT5G56170.1	174	169	83	84	144	73.611	198
Ag004G0722100	AT5G56180.1	472	472	100	100	473	87.104	842
Ag004G0722200	AT5G56190.7	479	463	92	96	443	94.582	880
Ag004G0723000	AT5G56220.1	962	974	99	99	968	91.322	1759
Ag004G0723100	AT5G56230.1	181	187	98	95	177	74.576	274
Ag004G0723600	AT5G56260.3	167	199	100	84	167	94.611	322
Ag004G0723700	AT5G56270.1	704	688	100	100	710	81.831	1060
Ag004G0723800	AT5G56280.1	316	318	100	100	318	89.308	586
Ag004G0724000	AT5G56290.1	728	729	100	100	729	91.907	1377
Ag004G0725100	AT5G56300.1	390	388	100	100	391	83.632	671
Ag004G0725400	AT5G56140.1	319	316	91	91	289	95.848	562
Ag004G0725500	AT5G56130.1	315	316	100	100	316	94.304	623
Ag004G0725600	AT5G56120.1	238	237	100	100	238	92.017	403
Ag004G0725700	AT5G56110.1	324	321	100	100	326	91.104	530
Ag004G0726600	AT5G56100.1	129	151	99	85	129	70.543	155
Ag004G0726700	AT5G56090.1	455	458	100	100	459	92.375	807
Ag004G0727500	AT5G56080.1	321	321	100	100	321	90.031	590
Ag004G0727700	AT5G56075.1	217	257	99	77	215	77.209	315
Ag004G0728900	AT5G56050.1	285	284	91	92	263	74.905	388
Ag004G0729000	AT5G55740.1	821	831	99	99	824	82.403	1432
Ag004G0729800	AT4G26510.1	470	470	100	100	470	92.979	904
Ag004G0729900	AT5G56040.2	1090	1091	100	100	1092	89.469	1909
Ag004G0730200	AT5G56020.1	230	231	100	93	217	89.177	391
Ag004G0730300	AT5G56010.1	700	700	100	100	700	97.000	1382
Ag004G0730500	AT5G55990.1	227	227	100	100	227	96.035	449
Ag004G0730800	AT5G55970.1	325	344	99	90	310	87.651	541
Ag004G0731200	AT5G55960.1	650	649	100	100	650	90.154	1178
Ag004G0731500	AT5G55950.1	396	399	100	100	399	92.231	733
Ag004G0732000	AT5G55940.1	209	209	100	100	209	94.737	409
Ag004G0732100	AT5G55930.1	758	756	100	100	758	91.425	1375
Ag004G0732600	AT5G55910.1	497	499	100	99	498	97.189	998
Ag004G0732700	AT5G55900.1	407	414	100	100	418	81.579	612
Ag004G0733000	AT5G55860.1	650	650	100	100	651	85.407	1005
Ag004G0733100	AT5G55856.1	103	98	83	87	86	72.093	125
Ag004G0733200	AT5G55850.2	82	131	90	55	74	78.378	107
Ag004G0733300	AT5G55840.1	1136	1137	99	99	1134	81.217	1906
Ag004G0733500	AT5G55830.1	672	682	100	100	686	87.609	1215
Ag004G0734100	AT5G55760.1	470	474	99	98	470	89.787	871
Ag004G0735100	AT5G55730.1	426	425	100	100	426	80.986	626
Ag004G0735200	AT5G55720.1	383	393	99	95	373	80.867	662
Ag004G0735300	AT5G55710.1	207	210	99	99	210	80.476	321
Ag004G0735400	AT5G55700.1	532	532	100	98	520	89.306	972
Ag004G0735700	AT5G55670.1	676	711	100	100	715	78.182	858
Ag004G0736100	AT5G55640.1	142	150	98	97	148	79.054	196
Ag004G0736200	AT5G55630.1	354	364	99	98	358	80.168	541
Ag004G0736500	AT5G55620.1	101	102	100	100	102	84.314	160
Ag004G0736900	AT5G55610.1	331	330	99	99	330	83.333	486
Ag004G0737000	AT5G55600.1	665	664	98	98	652	84.969	1123
Ag004G0737100	AT5G55590.1	373	381	100	100	381	76.903	553
Ag004G0737200	AT5G55580.1	446	497	100	100	497	80.080	739
Ag004G0737300	AT5G55570.1	130	144	100	98	141	73.759	175
Ag004G0737500	AT5G55560.1	296	315	95	96	292	87.789	546
Ag004G0739200	AT5G55540.1	1369	1381	99	99	1374	88.865	2487
Ag004G0739300	AT5G55530.1	383	406	100	100	406	84.483	640
Ag004G0739900	AT5G55510.1	216	215	100	100	217	84.163	352
Ag004G0740400	AT5G55500.1	519	535	100	100	538	84.572	903
Ag004G0740500	AT5G55490.1	600	594	100	100	602	70.930	803
Ag004G0740600	AT5G55480.1	769	767	100	100	769	82.445	1307
Ag004G0740700	AT5G55470.1	533	530	100	100	533	88.368	957
Ag004G0741000	AT5G55450.1	110	105	95	99	104	72.115	143
Ag004G0741300	AT5G55400.1	686	715	100	100	715	88.112	1274
Ag004G0742000	AT5G55360.1	340	343	98	97	335	72.836	488
Ag004G0742300	AT5G55350.1	331	346	99	95	330	76.970	527
Ag004G0742500	AT5G55340.1	348	334	96	99	334	82.635	534
Ag004G0743500	AT3G49645.2	226	242	100	93	230	74.783	340
Ag004G0743800	AT5G55250.1	387	387	100	100	387	93.798	758
Ag004G0744000	AT5G55280.1	432	434	100	100	434	94.931	732
Ag004G0744100	AT5G55290.1	71	71	100	100	71	94.366	133
Ag004G0744200	AT5G55300.2	905	934	99	97	917	75.245	1254
Ag004G0744700	AT5G55310.1	918	918	99	99	913	85.542	1477
Ag004G0745400	AT5G55230.2	587	617	100	100	617	88.817	1060
Ag004G0745500	AT5G55220.1	542	548	100	100	557	84.560	934
Ag004G0745600	AT5G55210.1	167	169	100	100	169	89.941	290
Ag004G0745700	AT5G55200.1	311	303	100	100	311	78.135	461
Ag004G0745800	AT5G55180.2	459	466	97	96	449	88.864	803
Ag004G0745900	AT5G55160.2	104	117	100	100	118	78.814	176
Ag004G0746000	AT5G55150.1	373	361	99	97	370	71.622	515
Ag004G0746100	AT5G55140.1	110	110	100	100	110	82.727	194
Ag004G0746200	AT5G55135.1	117	113	100	100	119	70.588	141
Ag004G0746300	AT2G04040.1	470	477	100	100	477	76.730	756
Ag004G0746400	AT5G55130.1	455	465	99	99	464	86.638	818
Ag004G0746600	AT5G55110.1	160	164	100	100	164	75.000	237
Ag004G0746800	AT5G47880.1	435	437	100	100	437	93.593	844
Ag004G0748300	AT5G55100.2	863	845	99	99	865	75.491	1172
Ag004G0748600	AT5G55070.1	463	465	100	100	466	91.845	807
Ag004G0748700	AT5G55060.1	666	663	100	100	667	82.459	1111
Ag004G0749600	AT5G55050.1	371	377	95	100	353	78.892	591
Ag004G0749900	AT5G55040.1	924	917	100	100	936	77.046	1359
Ag004G0750000	AT5G55020.1	578	524	84	92	491	75.442	556
Ag004G0750400	AT5G54980.1	197	195	94	100	187	84.848	286
Ag004G0750500	AT5G54970.1	124	126	100	100	133	72.932	169
Ag004G0750600	AT5G54960.1	609	608	100	100	609	92.611	1182
Ag004G0750800	AT5G54940.1	113	113	100	100	113	86.726	201
Ag004G0751500	AT5G54910.1	748	740	99	99	744	80.376	1158
Ag004G0751700	AT1G09620.1	1087	1092	99	99	1090	83.486	1869
Ag004G0751800	AT5G54900.1	401	388	95	96	381	73.629	547
Ag004G0751900	AT5G54890.1	355	359	99	98	354	83.616	535
Ag004G0752100	AT5G32440.3	260	266	100	100	269	81.041	375
Ag004G0752200	AT5G54870.1	549	532	92	98	503	85.797	939
Ag004G0752400	AT4G27040.1	251	251	100	100	251	93.625	488
Ag004G0752600	AT5G54860.1	492	492	100	100	492	90.854	885
Ag004G0752700	AT5G54855.1	145	147	100	100	147	88.435	271
Ag004G0752800	AT5G54850.1	183	203	99	99	201	74.634	225
Ag004G0753600	AT5G54840.1	275	289	100	98	283	88.339	486
Ag004G0753800	AT5G54830.1	907	908	100	100	910	89.231	1676
Ag004G0754600	AT4G27070.1	466	476	100	100	476	91.176	873
Ag004G0754800	AT5G54800.1	389	389	100	100	393	90.076	660
Ag004G0754900	AT5G54780.1	436	433	97	98	422	92.891	800
Ag004G0755000	AT5G54770.1	353	350	100	100	353	87.535	613
Ag004G0755100	AT5G54760.1	114	114	100	100	114	98.246	231
Ag004G0755300;Ag004G0755400	AT5G54740.1	170	166	100	100	170	74.118	258
Ag004G0756400	AT5G54690.1	536	536	100	100	536	96.082	1082
Ag004G0756500	AT5G54680.1	238	235	100	100	238	93.697	452
Ag004G0756800	AT5G54670.1	755	755	100	100	755	93.907	1480
Ag004G0757100	AT5G54660.1	197	193	99	99	195	84.615	330
Ag004G0757200	AT5G54650.1	917	901	99	99	916	77.402	1264
Ag004G0757300	AT5G54640.1	131	131	100	100	131	96.183	251
Ag004G0757500	AT5G54630.1	428	473	95	99	451	78.481	690
Ag004G0757600	AT3G49680.1	409	414	100	100	415	86.506	717
Ag004G0757700	AT3G49660.1	322	318	100	100	322	86.335	581
Ag004G0758100	AT3G49640.1	335	330	98	99	329	90.881	630
Ag004G0758500	AT3G49600.1	1074	1068	100	100	1074	83.613	1801
Ag004G0758600	AT3G49590.3	597	619	100	100	621	84.219	971
Ag004G0759100	AT3G49550.1	146	148	100	100	150	84.000	246
Ag004G0759200	AT3G49560.1	263	262	99	93	243	87.692	422
Ag004G0759800	AT3G49530.1	466	470	99	99	476	70.168	634
Ag004G0760100	AT1G27080.1	577	577	99	99	574	72.648	852
Ag004G0760400	AT3G49430.1	289	301	91	99	276	85.050	364
Ag004G0760700	AT3G49410.1	563	575	98	97	561	84.135	967
Ag004G0760800	AT3G49400.1	887	893	100	100	894	81.991	1459
Ag004G0760900	AT3G49390.1	335	354	99	99	358	78.212	545
Ag004G0761200	AT3G49370.1	588	595	100	100	602	88.870	1027
Ag004G0761300	AT3G49350.1	541	540	100	100	547	88.848	899
Ag004G0762000	AT3G49330.2	194	207	95	86	179	86.957	335
Ag004G0762100	AT3G49320.1	361	355	100	100	361	86.427	658
Ag004G0762800	AT3G49290.1	313	313	100	100	313	82.748	528
Ag004G0762900	AT5G33340.1	437	438	95	100	418	71.531	565
Ag004G0764100	AT3G49260.3	464	473	100	100	477	80.294	724
Ag004G0764300	AT3G49240.1	630	630	100	100	634	82.019	1005
Ag004G0764400	AT3G49220.3	597	644	100	93	602	84.551	1024
Ag004G0764900	AT3G49210.1	499	519	99	99	514	74.514	770
Ag004G0765900	AT3G49180.1	436	439	100	100	440	85.227	783
Ag004G0766000	AT3G49170.1	851	851	100	100	851	87.897	1556
Ag004G0766200	AT3G49160.1	729	711	97	99	718	78.969	1137
Ag004G0767000	AT3G49142.1	689	687	100	100	690	86.957	1243
Ag004G0767100	AT3G49140.1	498	500	98	99	498	82.530	741
Ag004G0768200	AT3G49100.1	104	104	100	100	104	99.038	216
Ag004G0768300	AT3G49080.1	392	431	100	100	432	74.537	540
Ag004G0768400	AT3G49070.1	372	417	99	83	345	76.271	559
Ag004G0768600	AT3G49060.1	814	806	100	100	814	88.329	1457
Ag004G0768900	AT3G49050.1	477	478	100	100	478	90.167	867
Ag004G0769400	AT3G48990.1	515	515	100	100	515	95.340	1008
Ag004G0769600	AT3G48980.2	542	546	100	100	550	84.909	928
Ag004G0770100	AT3G48970.1	141	141	100	100	141	92.199	233
Ag004G0770400	AT3G48950.1	465	470	100	100	470	86.809	849
Ag004G0770600	AT3G48940.1	175	176	100	100	176	86.364	266
Ag004G0771100	AT5G23740.1	160	160	100	100	160	96.875	319
Ag004G0771200	AT3G48920.1	262	262	100	100	263	71.483	365
Ag004G0772100	AT3G48900.2	602	601	100	100	609	82.923	968
Ag004G0772200	AT3G48890.1	233	234	89	99	208	79.253	321
Ag004G0772300	AT3G48880.1	313	310	100	100	313	91.374	596
Ag004G0772400	AT3G48870.1	929	953	99	97	920	90.543	1611
Ag004G0772500	AT3G48860.2	573	578	100	100	580	89.138	961
Ag004G0772700	AT3G48820.1	447	441	100	100	447	91.723	843
Ag004G0772800	AT3G48810.1	663	660	99	99	661	81.997	1114
Ag004G0773400	AT3G61220.3	323	328	90	89	291	87.285	529
Ag004G0774700	AT3G48780.1	490	490	100	100	490	94.490	971
Ag004G0775200	AT3G48770.1	1712	1900	99	90	1712	77.979	2753
Ag004G0775300	AT3G48760.1	453	477	99	98	467	82.655	764
Ag004G0775400	AT3G48750.1	295	295	100	100	295	96.271	589
Ag004G0775800	AT3G48740.1	289	290	100	100	292	88.014	523
Ag004G0776500	AT3G48720.1	430	431	100	100	431	84.455	761
Ag004G0776700	AT3G48710.1	440	463	98	85	400	70.549	550
Ag004G0777000	AT3G48690.1	323	325	99	99	322	81.056	536
Ag004G0777100	AT3G48680.1	257	257	100	100	257	94.163	476
Ag004G0778100	AT5G53970.1	421	415	98	99	413	93.220	791
Ag004G0778700	AT5G54080.1	476	462	95	99	450	91.703	877
Ag004G0778800	AT5G54090.1	798	797	100	100	801	82.896	1322
Ag004G0779100	AT5G54110.1	261	267	98	99	264	85.985	424
Ag004G0779200;Ag020G2558900	AT5G54130.2	438	437	100	100	438	96.347	880
Ag004G0779900;Ag020G2558200	AT5G54160.1	365	364	100	100	365	88.493	670
Ag004G0780100;Ag020G2558000	AT5G54170.1	447	450	99	96	436	82.667	729
Ag004G0780300	AT5G54180.1	492	501	99	99	499	83.367	830
Ag004G0780500	AT5G54200.1	774	826	99	96	795	82.475	1283
Ag004G0780700;Ag020G2557000	AT5G54230.1	308	320	96	99	313	76.615	437
Ag004G0781100;Ag020G2556700	AT5G54240.1	281	283	100	100	284	89.437	497
Ag004G0781600;Ag020G2556600	AT5G54250.1	663	695	100	91	636	85.776	1169
Ag004G0782100	AT5G54260.2	721	725	100	99	721	93.204	1322
Ag004G0782600;Ag020G2555900	AT5G54270.1	262	266	99	98	261	95.019	513
Ag004G0783000;Ag020G2555300	AT5G54290.2	351	356	100	100	357	88.515	567
Ag004G0783300;Ag020G2555100	AT5G54310.1	482	484	100	100	489	85.481	799
Ag022G2629200	AT4G02280.1	810	810	100	100	810	94.074	1608
Ag022G2629300	AT4G02290.1	524	517	100	92	478	89.753	927
Ag022G2630300	AT4G02320.1	517	519	93	99	495	74.046	764
Ag022G2630600	AT4G02330.1	568	574	99	99	572	84.790	1001
Ag022G2631400	AT4G02340.1	317	325	99	97	316	87.025	586
Ag022G2631500	AT4G02350.1	804	788	100	100	805	91.429	1479
Ag022G2631600	AT4G02360.1	155	155	96	97	150	79.333	238
Ag022G2631800	AT4G07410.1	749	816	100	100	818	77.017	1220
Ag022G2631900	AT4G02370.1	167	168	100	100	169	84.615	283
Ag022G2632800	AT4G02380.3	96	193	100	51	98	80.612	146
Ag022G2633600	AT4G02400.1	854	856	99	99	855	76.636	1212
Ag022G2633700	AT4G02405.1	314	334	100	92	314	83.758	535
Ag022G2633900	AT1G54385.1	556	561	100	100	577	81.976	892
Ag022G2636000	AT4G02420.1	666	670	99	99	673	75.632	1002
Ag022G2637100	AT5G06730.1	361	359	100	100	362	88.398	630
Ag022G2637200	AT5G06720.1	331	336	98	97	325	89.538	583
Ag022G2637800	AT4G02425.1	255	263	100	100	264	79.924	342
Ag022G2637900	AT1G02840.1	317	304	98	96	302	80.132	322
Ag022G2638000	AT4G02440.1	336	337	100	100	343	81.341	539
Ag022G2638300	AT4G02460.1	924	924	97	99	900	84.989	1557
Ag022G2638600	AT4G11540.1	828	526	63	99	522	70.307	750
Ag022G2638800	AT4G02480.1	1255	1266	100	100	1268	87.224	2198
Ag022G2639200	AT4G02485.1	223	227	99	99	226	81.858	366
Ag022G2639300	AT4G02500.1	458	462	100	100	462	92.208	854
Ag022G2639400	AT4G02510.1	1592	1504	100	100	1628	75.983	2197
Ag022G2639800	AT2G02930.1	213	213	99	99	211	93.839	417
Ag022G2639900	AT4G02530.2	219	267	100	81	220	92.273	384
Ag022G2640000	AT4G02550.3	308	323	100	95	308	81.169	506
Ag022G2640200	AT4G02560.1	942	954	100	100	960	77.500	1395
Ag022G2640300	AT4G02570.1	739	739	100	100	739	97.294	1499
Ag022G2640400	AT4G02580.1	261	256	100	100	261	95.402	515
Ag022G2640500	AT4G02590.1	301	311	99	99	310	92.903	571
Ag022G2640600	AT4G02600.1	535	527	100	100	548	81.569	882
Ag022G2640700	AT4G02610.1	277	276	100	100	277	93.863	519
Ag022G2640800	AT4G02620.1	129	129	100	100	129	94.574	251
Ag022G2640900	AT4G02630.1	485	493	99	99	497	85.111	785
